Date,Subways_Ridership,Subways_Percentage_Prepandemic,Buses_Ridership,Buses_Percentage_Prepandemic,LIRR_Ridership, LIRR_Percentage_Prepandemic,Metronorth_Ridership,Metronorth_Percentage_Prepandemic,Access-A-Ride_Total Scheduled,Acces-A-Ride_Percentage_Prepandemic,Bridges_and_Tunnel_Total_Traffic,Bridges_and_Tunnels_Percentage_Prepandemic,Staten_Island_Railway_Ridership,Staten_Island_Rallway_Percentage_Prepandemic,Day_of_Week,Total_Ridership,Subway_Ridership_Ratio
2021-12-31,1627589,64,699749,71,96699,91,85232,79,11498,64,628305,79,2270,67,Friday,3209018,0.5071922313929058
2022-01-01,1027918,38,350845,28,33980,35,30341,23,4904,34,498515,65,1262,31,Saturday,1793929,0.5729981509859086
2022-01-02,1219735,57,475096,52,49155,59,42587,47,8383,62,624655,92,1571,56,Sunday,2261669,0.5393074760276593
2022-01-03,2168229,42,1000002,49,102961,34,83990,31,16437,57,692740,80,4515,28,Monday,4355184,0.4978501482371353
2022-01-04,2289352,45,1082360,53,104247,34,81978,30,17909,63,733369,84,4795,28,Tuesday,4640297,0.493363248085198
2022-01-05,2267942,44,1078511,53,98251,33,77579,28,18861,67,709060,82,4659,28,Wednesday,4600794,0.4929457828366147
2022-01-06,2391176,46,1146904,56,103562,34,82567,31,18672,66,780026,90,4909,30,Thursday,4871113,0.49088904322277066
2022-01-07,2121941,41,880997,43,90207,30,73067,27,14203,50,559774,64,3628,22,Friday,4047209,0.5242973614656421
2022-01-08,1486065,55,631341,53,51707,53,46428,36,9126,63,641533,84,1672,41,Saturday,2846882,0.5219973992599624
2022-01-09,1102472,53,475438,52,43383,52,35309,39,7916,59,567494,83,1210,44,Sunday,2132040,0.5170972402018724
2022-01-10,2347323,46,1147341,56,116463,39,90220,34,18268,65,762712,88,4954,30,Monday,4848688,0.4841150843279667
2022-01-11,2266378,44,1040581,51,104378,35,81438,30,17388,61,753381,87,4655,28,Tuesday,4533356,0.49993382386029245
2022-01-12,2459224,48,1179931,57,111022,37,86050,32,19679,70,784901,90,5024,31,Wednesday,5016158,0.4902604742514092
2022-01-13,2524197,49,1218552,60,112519,37,87672,33,19918,70,821641,95,5132,31,Thursday,5161492,0.48904405935338074
2022-01-14,2522972,49,1186647,57,109199,36,88634,33,18878,67,866901,100,4774,28,Friday,5094099,0.4952734526753406
2022-01-15,1434676,53,573037,48,53410,55,45309,35,9510,66,703293,92,1449,35,Saturday,2679469,0.5354329533202288
2022-01-16,1165626,56,456257,50,43578,53,38025,42,8545,63,621361,91,1140,42,Sunday,2159743,0.5397058816720323
2022-01-17,1600048,77,694066,76,98738,119,44075,49,8760,65,649397,95,2190,80,Monday,3130993,0.5110353169106414
2022-01-18,2541044,49,1222195,60,125615,42,100364,37,19389,69,815605,94,5381,33,Tuesday,5211413,0.4875921367199261
2022-01-19,2642129,51,1286788,63,121249,40,96281,36,21111,75,829778,95,5598,34,Wednesday,5433235,0.48629021200076933
2022-01-20,2545486,49,1181953,57,112595,37,88196,33,18616,66,766608,88,5031,31,Thursday,5110183,0.49812032171841986
2022-01-21,2565781,50,1151816,56,113474,38,91079,34,19079,67,864079,99,4748,28,Friday,5073966,0.5056756391351459
2022-01-22,1583650,57,655490,55,59412,61,53737,41,10455,72,735629,96,1642,40,Saturday,3007779,0.5265180719727081
2022-01-23,1245716,60,529115,57,48672,59,43647,48,9446,70,685007,100,1245,45,Sunday,2396265,0.5198573613519373
2022-01-24,2536827,49,1244112,61,127750,42,100520,37,19472,69,791390,91,5188,32,Monday,5253321,0.4828996743203014
2022-01-25,2701246,53,1308979,64,124499,41,98859,37,21233,75,817021,94,5625,34,Tuesday,5542562,0.48736414676101053
2022-01-26,2711803,53,1266798,62,118625,39,96253,36,21033,74,833936,96,5197,32,Wednesday,5460277,0.4966420201758995
2022-01-27,2724979,53,1275573,62,119039,39,95748,36,20934,74,869615,100,5271,32,Thursday,5490912,0.49627074700887575
2022-01-28,2703403,53,1208092,59,120912,40,96409,36,20115,71,866261,100,4994,30,Friday,5336908,0.5065485483354781
2022-01-29,999347,37,271959,23,8142,8,22016,17,5353,37,174348,23,852,21,Saturday,1573423,0.6351419802557863
2022-01-30,1262477,60,460299,50,47852,57,45002,50,5974,44,506466,74,1233,45,Sunday,2275929,0.5547084289536273
2022-01-31,2575762,50,1139164,56,132248,44,109718,41,18400,65,777628,89,4968,30,Monday,5096056,0.5054422478873859
2022-02-01,2635083,49,1127084,52,135255,45,111424,41,20357,69,804390,91,4993,31,Tuesday,5135930,0.5130683245293453
2022-02-02,2940152,54,1314898,61,140059,46,110996,41,22427,76,846701,96,5830,36,Wednesday,5821003,0.5050937097953737
2022-02-03,2914198,54,1304726,61,126901,42,104093,39,22325,76,853193,97,5750,36,Thursday,5754644,0.5064080419223153
2022-02-04,2725725,50,1176367,55,117899,39,94290,35,18557,63,781068,88,5072,31,Friday,5290648,0.5151968152105375
2022-02-05,1792780,63,726750,56,61201,65,61496,47,11377,70,775134,93,1835,43,Saturday,3368977,0.532143733839679
2022-02-06,1323892,60,558211,56,51472,66,48395,53,10621,63,744779,99,1388,49,Sunday,2540181,0.5211801836168367
2022-02-07,2784230,51,1297024,60,136455,45,111297,41,21120,72,809094,92,5711,35,Monday,5626030,0.49488360353570815
2022-02-08,3016648,56,1387432,64,141653,47,119190,44,22667,77,851665,96,6254,39,Tuesday,6052355,0.4984254889212546
2022-02-09,3088775,56,1421706,66,143673,47,115341,43,23863,81,868057,98,6297,39,Wednesday,6191201,0.4988975483109012
2022-02-10,3112489,56,1423775,66,143062,47,115707,43,23341,79,905812,103,6362,39,Thursday,6218808,0.5004960757752933
2022-02-11,3015472,56,1348189,63,131038,43,110674,41,22608,77,939270,106,5570,34,Friday,5953562,0.50649879853439
2022-02-12,2026308,71,820629,65,71709,77,71813,55,13376,82,867255,104,2295,54,Saturday,3811088,0.531687539096447
2022-02-13,1349864,62,510307,52,50534,65,46395,51,10013,59,655107,87,1322,47,Sunday,2467407,0.5470779648432544
2022-02-14,2907825,54,1272100,59,142507,47,113260,42,20812,71,862473,98,5803,36,Monday,5707792,0.5094483120618271
2022-02-15,3030742,56,1340123,62,146607,48,119034,44,21922,74,873240,99,6447,40,Tuesday,5976629,0.5070989014041193
2022-02-16,3100639,56,1406714,65,140431,46,115325,43,23513,80,875377,99,6337,39,Wednesday,6169823,0.5025491006792253
2022-02-17,3109956,56,1408571,65,141226,47,115718,43,23713,81,911310,103,6527,40,Thursday,6184042,0.5029002066932922
2022-02-18,2953785,54,1285978,60,129403,43,112030,42,21470,73,947650,107,5677,35,Friday,5767174,0.5121719927298881
2022-02-19,1792136,62,723602,56,64696,69,66545,51,12171,75,813140,98,2108,49,Saturday,3370581,0.5316994310476443
2022-02-20,1477125,67,571789,59,55015,70,54863,60,11017,65,768971,102,1517,54,Sunday,2730581,0.540956301973829
2022-02-21,1942267,89,873961,89,109882,141,63892,70,12500,74,816227,108,2781,99,Monday,3863963,0.5026619043712375
2022-02-22,2669508,49,1143526,53,135406,45,112764,42,19233,65,846877,96,5767,36,Tuesday,5204730,0.5129003809995908
2022-02-23,2894245,53,1247209,57,140229,46,119188,44,23807,81,892767,101,6116,38,Wednesday,5648080,0.5124298876786447
2022-02-24,2858146,53,1196924,56,132496,44,110395,41,21868,74,911720,103,5879,36,Thursday,5494885,0.5201466454711973
2022-02-25,2575630,47,1027563,48,114658,38,90953,34,18740,64,794852,90,4544,28,Friday,4836367,0.532554704802179
2022-02-26,1824833,64,775358,61,71783,77,61573,47,12226,75,847294,102,2012,47,Saturday,3508905,0.5200576818124173
2022-02-27,1403227,64,604646,62,62913,81,51604,56,11337,67,802377,106,1523,54,Sunday,2727036,0.5145612305814812
2022-02-28,2915786,54,1362855,63,134902,45,118572,44,21929,75,859177,97,6170,38,Monday,5894970,0.4946227037626994
2022-03-01,3138181,56,1435834,64,165769,53,150787,55,22944,77,873348,95,6655,42,Tuesday,6326405,0.496044910182007
2022-03-02,3208166,57,1463263,65,159238,51,140945,51,24289,82,896503,97,6680,42,Wednesday,6434875,0.4985591794712407
2022-03-03,3207495,57,1434851,64,152883,49,132506,48,23800,80,923154,100,6674,42,Thursday,6362586,0.5041181368707629
2022-03-04,3077537,55,1363159,61,145518,46,125143,45,22821,77,957694,104,5807,36,Friday,6074516,0.5066308163481666
2022-03-05,1955535,64,812774,61,69010,64,70427,52,13269,78,865292,99,2116,42,Saturday,3720520,0.5256079795297431
2022-03-06,1444501,63,600501,60,53034,61,52874,56,12557,71,787598,98,1550,49,Sunday,2751411,0.5250037162750313
2022-03-07,2980920,54,1395540,62,153907,49,129784,47,22465,76,861409,93,6161,39,Monday,6055691,0.492251008183872
2022-03-08,3244473,57,1456451,65,158652,51,138811,50,24076,81,894132,97,6923,43,Tuesday,6454838,0.5026420492659924
2022-03-09,3113559,56,1338822,60,153393,49,129056,47,23477,79,832720,90,6200,39,Wednesday,6073652,0.5126337498427634
2022-03-10,3339363,60,1476288,66,163931,52,140107,51,24515,82,945191,103,6914,43,Thursday,6595977,0.5062726871242881
2022-03-11,3195956,56,1419371,63,158985,51,135371,49,23736,80,986555,107,6150,39,Friday,6329054,0.5049658290164691
2022-03-12,1663893,54,637601,48,51679,48,59927,44,10655,63,669502,77,1748,35,Saturday,3050701,0.5454133328700518
2022-03-13,1479406,65,590753,59,59964,69,57548,61,11491,65,792377,98,1524,48,Sunday,2778424,0.5324622879733258
2022-03-14,3008800,54,1406578,63,159962,51,134093,49,22480,76,879699,95,6416,40,Monday,6116011,0.491954641677394
2022-03-15,3275906,59,1454522,65,171406,55,146786,53,24272,82,906028,98,7287,46,Tuesday,6503142,0.50374203731058
2022-03-16,3332335,60,1476356,66,168768,54,145085,53,25305,85,914284,99,7009,44,Wednesday,6598900,0.5049834063252966
2022-03-17,3175784,56,1350810,60,166884,53,135727,49,22946,77,888875,96,6768,42,Thursday,6180015,0.5138796588681419
2022-03-18,3275433,59,1402806,63,163169,52,137528,50,24019,81,978491,106,6288,39,Friday,6381742,0.5132506140173012
2022-03-19,2001839,65,820933,62,74087,69,73974,54,12877,76,872810,100,2050,40,Saturday,3791766,0.5279437074967179
2022-03-20,1656673,72,628693,63,67551,78,63818,68,12736,72,879711,109,1722,55,Sunday,3045428,0.5439869207218164
2022-03-21,3034759,55,1418900,63,165487,53,134182,49,22229,75,880846,96,6367,40,Monday,6172228,0.4916796657544083
2022-03-22,3276940,59,1471299,66,168328,54,144765,53,23948,81,891089,97,7082,44,Tuesday,6532631,0.5016263738147769
2022-03-23,3275708,59,1438665,64,161202,51,138873,50,24574,83,891509,97,6540,41,Wednesday,6453113,0.5076167115003255
2022-03-24,3212181,57,1373850,61,162392,52,134129,49,22998,77,900384,98,6513,41,Thursday,6256402,0.5134230505009109
2022-03-25,3218970,57,1397899,62,158528,51,133368,48,23274,78,967743,105,6075,38,Friday,6306664,0.5104077211026304
2022-03-26,2024596,66,783499,59,71809,67,73933,54,13208,78,875353,101,2154,43,Saturday,3737336,0.5417216969520535
2022-03-27,1534056,67,628313,63,64950,75,58044,62,11809,67,830360,103,1602,51,Sunday,2913676,0.5265019171658071
2022-03-28,2989874,54,1336330,60,153222,49,130886,47,22114,74,868259,94,6096,38,Monday,5946642,0.5027835877794561
2022-03-29,3291883,59,1430099,64,163218,52,143870,52,23981,81,886086,96,6900,43,Tuesday,6459169,0.5096449713577706
2022-03-30,3336073,60,1465351,65,164882,53,143216,52,24620,83,913063,99,6920,43,Wednesday,6574873,0.5073973291955601
2022-03-31,3323135,60,1450363,65,164074,52,139602,51,24308,82,941530,102,6890,43,Thursday,6527537,0.5090947780150461
2022-04-01,3237107,57,1411421,65,145251,47,120557,42,24017,83,972802,103,5972,37,Friday,6325757,0.5117343268165375
2022-04-02,2128435,67,879513,66,77205,68,80471,54,14382,86,893814,98,2484,49,Saturday,4045137,0.5261713014911485
2022-04-03,1463932,60,607152,61,58819,64,53761,52,12947,69,790600,91,1419,43,Sunday,2790816,0.5245533922695012
2022-04-04,3127667,56,1447820,66,159541,51,135920,47,23746,82,899510,96,6676,41,Monday,6318768,0.4949805088586889
2022-04-05,3356454,60,1484961,68,170140,55,150671,53,24873,86,904813,96,7089,44,Tuesday,6647187,0.5049435197174383
2022-04-06,3311547,59,1403198,64,163830,53,142810,50,25103,87,890470,95,6569,40,Wednesday,6424583,0.5154493295518168
2022-04-07,3307076,59,1379678,63,161276,52,140249,49,24107,83,901454,96,6636,41,Thursday,6367957,0.5193307680940685
2022-04-08,3347754,60,1443367,66,160905,52,140791,49,24488,85,998348,106,6342,39,Friday,6536184,0.5121878453850136
2022-04-09,2190396,69,868945,65,81562,71,86611,57,13969,84,897690,98,66,1,Saturday,4096459,0.5347047291331367
2022-04-10,1707748,70,667662,67,63204,69,66112,64,13935,75,850153,98,13,0,Sunday,3172388,0.5383162463103505
2022-04-11,3205728,56,1433226,66,161131,52,140224,49,23569,81,901316,96,6354,39,Monday,6373535,0.5029748797174567
2022-04-12,3078069,55,1496004,68,172294,56,149369,52,25286,87,936334,100,7099,44,Tuesday,6391740,0.481569807282524
2022-04-13,3220964,57,1495891,68,163448,53,147043,51,25847,89,949712,101,6593,41,Wednesday,6523237,0.4937677413836106
2022-04-14,3297697,59,1438990,66,162946,52,144335,50,25073,87,982717,104,6381,39,Thursday,6482958,0.5086716588322799
2022-04-15,2761532,50,1137728,52,166068,53,140217,49,20908,72,973156,103,4728,28,Friday,5343273,0.5168240514755656
2022-04-16,1986306,63,830874,62,89011,78,83725,56,13413,80,885536,97,2133,42,Saturday,3820790,0.5198678807262372
2022-04-17,1512633,62,596619,60,71258,78,71704,70,14704,79,845418,98,1640,50,Sunday,2848833,0.5309658375903397
2022-04-18,2676254,48,1145261,52,154315,50,139151,49,20245,70,901207,96,5209,32,Monday,5260242,0.5087701288267726
2022-04-19,2962130,53,1189960,54,168354,54,151518,53,22359,77,895086,95,5841,36,Tuesday,5661922,0.5231668680705951
2022-04-20,3098046,56,1265823,57,171730,55,155674,54,24212,84,942383,100,6097,38,Wednesday,5957096,0.5200597740912686
2022-04-21,3033422,54,1231047,56,165823,53,147535,51,23239,80,920202,98,5738,35,Thursday,5808874,0.5222048197292625
2022-04-22,2985684,54,1217380,56,157943,51,145606,51,22298,77,935779,99,5340,33,Friday,5723993,0.5216086043431569
2022-04-23,2109188,67,844146,63,79436,70,89804,60,13459,81,907580,99,59,1,Saturday,3966720,0.5317209180380768
2022-04-24,1655860,68,648591,65,64842,71,67580,66,12927,69,875218,101,3,0,Sunday,3085464,0.5366648257766092
2022-04-25,3026541,54,1415638,65,159569,51,138979,48,22370,77,883942,94,6322,39,Monday,6156365,0.49161168969026364
2022-04-26,3281657,59,1453452,66,172171,55,153893,54,23800,82,897493,95,7024,43,Tuesday,6514625,0.5037368996680546
2022-04-27,3432282,62,1500437,69,172613,56,153109,53,25229,87,934481,99,6903,43,Wednesday,6758878,0.5078183094886459
2022-04-28,3404938,61,1468093,67,167300,54,146321,51,24321,84,968651,103,6765,42,Thursday,6654745,0.5116556682487459
2022-04-29,3257634,57,1429909,65,164944,53,136881,48,23421,81,994415,106,5900,36,Friday,6419277,0.5074767765902609
2022-04-30,2108746,67,884540,66,82887,73,82838,56,14223,85,938739,103,2123,41,Saturday,4043551,0.5215084464125715
2022-05-01,1683953,70,676070,70,64630,66,62502,60,12976,76,870826,102,2694,77,Sunday,3163225,0.5323532154683907
2022-05-02,2732825,48,1176867,52,146394,46,126784,44,21695,74,883276,92,5425,31,Monday,5359737,0.5098804288344745
2022-05-03,3402882,60,1500109,66,177868,56,155261,54,24680,84,929868,97,7400,43,Tuesday,6736229,0.5051612704971876
2022-05-04,3364902,59,1465639,64,168539,53,147078,51,25462,87,921590,96,6747,39,Wednesday,6611797,0.5089239733161801
2022-05-05,3502522,61,1523580,67,174640,55,150087,52,25903,88,982930,102,7061,41,Thursday,6874409,0.5095015440600057
2022-05-06,3190556,56,1353750,60,154325,48,129417,45,23411,80,953902,99,5729,33,Friday,6181798,0.516121037924565
2022-05-07,1842808,56,706551,51,72948,62,68612,46,13033,75,841086,88,1523,31,Saturday,3397470,0.5424059667929371
2022-05-08,1582133,66,630228,65,73703,76,73027,70,15375,90,891361,105,1449,41,Sunday,2989319,0.5292620158638138
2022-05-09,3114506,54,1428758,63,163741,51,140940,49,22008,75,917036,95,6564,38,Monday,6276703,0.4962009513593363
2022-05-10,3412902,60,1504314,66,175823,55,158627,55,24148,82,933451,97,7176,41,Tuesday,6755980,0.5051675700638545
2022-05-11,3440378,60,1514922,67,178061,56,156792,55,25548,87,948266,99,7159,41,Wednesday,6805075,0.5055606293832177
2022-05-12,3430104,60,1495220,66,169543,53,149204,52,25158,86,981139,102,6866,39,Thursday,6739291,0.50897104754788
2022-05-13,3252002,56,1410923,62,164843,52,140065,49,23539,80,998394,104,6050,35,Friday,6378756,0.5098175882570206
2022-05-14,2149046,67,840921,60,89636,76,86652,57,13580,78,918398,96,69,1,Saturday,4007176,0.5362993789142279
2022-05-15,1760359,74,692876,72,76052,78,69705,67,13379,79,908702,107,5,0,Sunday,3291868,0.5347598992426185
2022-05-16,3080043,54,1396300,61,163431,51,140702,49,22187,75,898690,93,5996,34,Monday,6176776,0.498648971567044
2022-05-17,3536021,62,1519740,67,182683,56,162082,56,24353,83,951399,99,7259,42,Tuesday,6920266,0.5109660524609893
2022-05-18,3605606,63,1511142,66,182181,56,161135,56,25365,86,982156,102,6816,39,Wednesday,6971206,0.5172140946631042
2022-05-19,3467327,61,1426027,63,172517,54,149985,52,24271,83,983011,102,6790,39,Thursday,6641883,0.52203975890572
2022-05-20,3271914,56,1396732,61,175666,55,146403,51,23767,81,1011794,105,6040,35,Friday,6387447,0.5122412757397439
2022-05-21,2324245,72,883795,63,94322,80,92552,61,14985,87,983575,103,2530,52,Saturday,4278709,0.543211749151438
2022-05-22,1760638,74,683500,71,78635,81,72063,69,13279,78,920057,108,1863,53,Sunday,3278336,0.5370523338669374
2022-05-23,3111755,54,1431781,63,170546,53,151349,53,22696,77,943933,98,6356,37,Monday,6297212,0.49414804519841476
2022-05-24,3378506,59,1488152,65,182570,56,163943,56,24560,84,942307,98,7023,40,Tuesday,6701323,0.5041550750501058
2022-05-25,3426530,60,1493506,66,178124,56,158814,55,25418,86,959442,100,6862,39,Wednesday,6750480,0.5075979782178452
2022-05-26,3341059,57,1464696,64,176469,55,148011,52,24866,85,1001574,104,6549,38,Thursday,6594931,0.5066101525550457
2022-05-27,3031130,53,1353398,60,167840,53,135294,47,22894,78,975898,101,5737,33,Friday,6041060,0.5017546589505815
2022-05-28,1872775,57,788135,56,91250,77,77192,51,12805,74,833464,87,2191,45,Saturday,3617487,0.5177005473689332
2022-05-29,1755236,73,701173,73,84784,87,76982,74,14490,85,891666,105,2276,65,Sunday,3319348,0.5287893887594792
2022-05-30,1694970,71,755616,78,80533,83,68206,66,10771,63,839398,98,2251,64,Monday,3354941,0.5052160380763775
2022-05-31,3176109,56,1426470,63,184088,57,163018,56,23778,81,968335,101,6634,38,Tuesday,6376155,0.4981229283165168
2022-06-01,3381297,60,1465383,68,178742,54,159050,54,25586,87,943747,96,7084,44,Wednesday,6649855,0.5084768013738645
2022-06-02,3351902,60,1433303,67,170537,51,151492,51,24764,85,959324,98,6783,42,Thursday,6540537,0.512481161715009
2022-06-03,3283271,59,1431042,67,174500,52,153744,52,24838,85,1002106,102,6178,38,Friday,6473599,0.5071786188795444
2022-06-04,2178024,68,904623,65,93431,76,92199,57,14409,83,957009,97,1844,36,Saturday,4172900,0.5219449303841454
2022-06-05,1724983,66,691644,64,75675,77,74005,68,13955,77,865693,94,1361,35,Sunday,3257951,0.5294686752501803
2022-06-06,3092181,55,1411725,66,167062,50,148152,50,22794,78,892799,91,6552,40,Monday,6230845,0.49626992807556597
2022-06-07,3392224,60,1440940,67,185736,56,163756,55,25256,86,940766,96,7169,44,Tuesday,6623596,0.5121423468460334
2022-06-08,3492805,62,1496144,70,181126,54,162417,55,26058,89,958676,97,7114,44,Wednesday,6828636,0.5114938034477163
2022-06-09,3297157,59,1333103,62,179521,54,157460,53,25135,86,975009,99,6430,40,Thursday,6300344,0.5233296785064434
2022-06-10,3376125,60,1435660,67,187819,56,159223,54,25437,87,1028117,105,6304,39,Friday,6594487,0.5119617340969813
2022-06-11,2231451,69,870550,62,117891,96,95108,60,14776,85,961805,98,1835,36,Saturday,4185550,0.533132085389017
2022-06-12,1674607,64,626471,57,80792,82,74580,68,13440,74,883990,96,1209,31,Sunday,3082921,0.5431884242249477
2022-06-13,3168681,56,1440429,67,174264,52,150375,51,23697,81,943626,96,6608,41,Monday,6374178,0.4971120982187821
2022-06-14,3494822,62,1493761,69,191198,56,174340,59,25372,87,954427,97,7276,45,Tuesday,6847882,0.5103507916754406
2022-06-15,3526802,63,1478668,69,192593,57,169462,56,26904,92,965644,98,7153,44,Wednesday,6846193,0.5151479077496063
2022-06-16,3409624,61,1397317,65,190212,56,162513,55,25856,88,993952,101,6720,41,Thursday,6556983,0.5199989080343811
2022-06-17,3247379,57,1397243,65,187179,56,148590,50,24338,83,1036376,105,6036,37,Friday,6377634,0.5091824021259295
2022-06-18,2186635,68,884050,63,106091,86,94130,59,15136,87,987511,100,2613,52,Saturday,4154956,0.5262715176767215
2022-06-19,1725762,66,693231,64,90581,92,80654,74,15622,86,946443,102,1903,49,Sunday,3283459,0.5255926752854231
2022-06-20,2460659,94,1077190,99,167670,170,138080,127,15440,85,942148,102,4009,103,Monday,4920789,0.5000537515426896
